"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"1735",54,"No","Travel Rarely",616,"Sales",2,4,"Life Sciences",2,"Male",42,4,1,"Sales Executive",4,"Married",11836,13493,0,"No",15,3,3,1,9,2,4,23,8,2,8
"1736",56,"No","Travel Rarely",1449,"R&D",9,2,"Life Sciences",3,"Male",80,3,4,"Research Scientist",1,"Divorced",6833,18697,3,"No",11,3,2,2,6,2,2,5,7,0,0
"1737",39,"No","Travel Frequently",799,"Sales",8,5,"Medical Sciences",4,"Male",100,3,2,"Laboratory Technician",2,"Divorced",2619,10675,0,"Yes",19,3,1,1,10,3,2,5,3,11,3
"1738",27,"No","Travel Frequently",750,"R&D",9,1,"Marketing",2,"Male",73,3,2,"Research Scientist",4,"Divorced",4422,13422,1,"Yes",23,3,1,3,5,5,3,2,3,3,0
"1739",39,"No","Travel Rarely",802,"R&D",8,2,"Medical Sciences",4,"Female",91,3,2,"Research Scientist",3,"Divorced",12936,19124,4,"No",12,3,3,3,23,2,3,13,2,1,7
"1740",35,"No","Travel Rarely",1168,"Sales",2,2,"Life Sciences",2,"Male",44,3,4,"Healthcare Representative",2,"Divorced",7861,18115,3,"Yes",14,3,4,1,25,3,3,2,10,2,2
"1741",37,"No","Travel Frequently",1498,"R&D",5,4,"Life Sciences",3,"Male",72,3,2,"Laboratory Technician",3,"Single",4684,20284,2,"Yes",13,3,1,1,6,2,3,3,7,0,8
"1742",30,"Yes","Travel Rarely",488,"Sales",6,4,"Life Sciences",3,"Female",59,3,2,"Research Scientist",4,"Single",5743,12832,2,"No",13,4,4,3,6,3,3,5,1,0,2
"1743",53,"No","Travel Rarely",181,"R&D",2,3,"Life Sciences",3,"Female",50,3,1,"Research Scientist",2,"Married",17328,3020,0,"No",22,3,1,1,4,2,3,5,2,1,12
"1744",49,"No","Travel Frequently",426,"R&D",1,3,"Medical Sciences",2,"Female",55,4,2,"Healthcare Representative",3,"Single",2018,4992,1,"No",18,4,4,0,4,1,3,1,4,0,4
"1745",22,"Yes","Non Travel",218,"R&D",2,3,"Medical Sciences",2,"Male",98,2,1,"Laboratory Technician",4,"Divorced",5855,2447,3,"No",13,3,3,0,1,2,3,19,4,0,2
"1746",27,"No","Travel Frequently",1225,"Sales",3,3,"Medical Sciences",1,"Male",85,2,1,"Laboratory Technician",4,"Married",2936,2122,6,"No",11,3,3,1,2,5,2,2,3,2,2
"1747",30,"No","Travel Rarely",370,"R&D",2,4,"Life Sciences",3,"Female",30,3,1,"Healthcare Representative",2,"Single",2741,8989,2,"Yes",12,3,4,0,8,6,3,8,1,7,8
"1748",32,"No","Travel Frequently",148,"R&D",5,4,"Technical",4,"Male",85,3,1,"Sales Executive",1,"Divorced",5208,24406,1,"Yes",15,3,3,1,5,5,3,3,13,1,12
"1749",45,"No","Non Travel",202,"R&D",3,3,"Technical",2,"Male",46,2,2,"Sales Executive",1,"Single",3291,15067,1,"No",14,3,4,3,6,2,3,3,2,0,10
"1750",59,"No","Travel Rarely",289,"R&D",7,1,"Medical Sciences",4,"Male",82,2,3,"Research Scientist",2,"Married",12965,5626,1,"Yes",13,3,3,1,8,2,3,0,3,7,3
"1751",37,"No","Travel Rarely",167,"R&D",9,3,"Marketing",4,"Male",83,3,2,"Research Director",4,"Married",4025,26959,1,"No",22,3,3,1,10,2,3,33,7,2,3
"1752",36,"No","Travel Rarely",638,"HR",2,3,"Life Sciences",4,"Female",83,3,1,"Sales Executive",2,"Divorced",6142,25291,1,"No",11,3,3,1,0,3,1,0,7,0,2
"1753",25,"No","Travel Rarely",852,"Sales",18,2,"Life Sciences",4,"Female",33,1,2,"Research Director",1,"Single",12031,8269,1,"No",14,3,3,0,16,2,3,4,4,1,2
"1754",53,"No","Travel Rarely",465,"Sales",3,1,"Life Sciences",4,"Female",57,3,3,"Sales Executive",3,"Married",2552,5640,1,"Yes",12,3,2,0,32,3,4,5,2,1,8
"1755",55,"No","Travel Rarely",141,"Sales",15,4,"Life Sciences",4,"Male",30,3,1,"Healthcare Representative",4,"Married",10748,20439,0,"No",15,3,4,1,14,2,3,7,3,1,2
"1756",36,"No","Travel Rarely",145,"R&D",1,4,"Marketing",4,"Male",31,4,1,"HR",4,"Married",2610,14075,2,"No",16,3,2,0,17,2,2,10,7,1,4
"1757",49,"No","Travel Rarely",913,"Sales",1,1,"Medical Sciences",2,"Male",69,2,1,"Research Scientist",2,"Divorced",4401,7636,0,"No",25,3,2,0,4,2,3,14,7,0,2
"1758",38,"No","Travel Rarely",464,"R&D",6,4,"Medical Sciences",3,"Male",34,3,1,"Research Scientist",3,"Single",5033,3840,1,"No",11,3,4,1,28,2,2,7,3,0,2
"1759",19,"No","Travel Rarely",1093,"Sales",22,3,"Life Sciences",1,"Female",56,3,1,"Sales Representative",3,"Married",2837,17251,6,"Yes",11,3,2,1,13,2,1,10,2,2,3
"1760",30,"No","Travel Frequently",195,"Sales",19,4,"Technical",1,"Female",58,2,4,"Sales Executive",2,"Married",5151,2975,5,"No",14,3,1,1,5,3,2,5,3,1,7
"1761",24,"No","Non Travel",618,"Sales",12,2,"Technical",2,"Male",72,3,2,"Laboratory Technician",1,"Married",2045,21813,1,"No",14,3,4,1,1,3,3,20,7,11,8
"1762",38,"No","Travel Rarely",277,"Sales",29,4,"Life Sciences",4,"Male",41,3,1,"Sales Representative",1,"Single",6799,24835,0,"No",20,3,3,2,28,4,2,10,2,0,0
"1763",34,"No","Travel Frequently",548,"R&D",1,4,"Other",4,"Female",59,3,2,"Research Scientist",1,"Single",5237,21630,3,"Yes",24,3,4,1,10,2,3,7,2,2,9
"1764",44,"No","Travel Rarely",482,"R&D",5,3,"Technical",4,"Male",72,3,3,"Sales Executive",3,"Married",2107,23231,3,"No",11,3,2,3,8,3,3,3,2,0,7
"1765",32,"No","Travel Rarely",706,"Sales",28,5,"Life Sciences",3,"Female",64,3,2,"Sales Executive",1,"Married",4227,11354,1,"No",12,4,1,2,9,6,3,1,18,9,0
"1766",42,"Yes","Non Travel",1216,"HR",1,4,"Life Sciences",3,"Male",83,2,1,"Research Scientist",1,"Married",2979,19921,1,"No",14,3,4,0,19,2,3,20,6,0,9
"1767",41,"No","Travel Frequently",722,"Sales",24,3,"Medical Sciences",3,"Male",90,3,2,"Sales Executive",4,"Married",2476,5182,2,"Yes",11,3,3,1,8,2,3,4,10,0,6
"1768",30,"No","Travel Rarely",817,"R&D",3,2,"Marketing",4,"Female",46,3,2,"Laboratory Technician",3,"Married",5562,22174,4,"No",17,3,2,1,10,2,3,2,1,0,2
"1769",26,"No","Travel Frequently",621,"Sales",23,4,"Medical Sciences",2,"Male",44,3,1,"Research Scientist",2,"Married",17779,13335,0,"No",14,3,3,0,10,2,1,2,2,10,9
"1770",27,"No","Travel Rarely",1356,"R&D",3,3,"Life Sciences",3,"Female",42,3,5,"Sales Executive",4,"Married",3578,15736,2,"Yes",18,3,2,1,10,3,1,7,1,2,9
"1771",59,"Yes","Travel Rarely",726,"R&D",1,4,"Life Sciences",4,"Female",48,4,1,"Research Scientist",4,"Divorced",6644,9396,4,"No",24,3,4,0,5,3,3,2,2,2,2
"1772",47,"No","Non Travel",371,"Sales",20,2,"Medical Sciences",2,"Male",63,2,3,"Sales Executive",2,"Divorced",5294,25995,1,"No",11,3,1,0,2,2,2,9,0,0,3
"1773",30,"No","Travel Rarely",305,"R&D",29,4,"Life Sciences",1,"Male",46,2,3,"Healthcare Representative",3,"Single",4403,11983,0,"No",20,4,4,0,7,2,3,1,0,0,8
"1774",27,"Yes","Travel Rarely",528,"R&D",20,1,"Marketing",1,"Male",97,4,4,"Research Scientist",3,"Single",7725,5355,1,"No",23,4,2,0,7,3,3,10,2,0,4
"1775",56,"No","Travel Rarely",905,"Sales",10,4,"Other",4,"Male",44,4,2,"Research Director",4,"Divorced",4477,14115,5,"No",22,3,3,1,11,2,3,9,2,1,2
"1776",49,"No","Travel Rarely",116,"R&D",8,3,"Medical Sciences",3,"Female",67,3,2,"Sales Executive",2,"Divorced",3420,20898,1,"No",11,3,3,0,10,3,3,2,7,0,3
"1777",20,"No","Travel Rarely",1405,"R&D",10,1,"Marketing",3,"Male",65,3,3,"Research Scientist",2,"Single",4103,23737,5,"No",15,3,1,1,3,5,2,8,2,2,8
"1778",55,"No","Travel Rarely",261,"R&D",8,3,"HR",4,"Female",84,2,2,"Manufacturing Director",1,"Divorced",2367,5586,7,"No",18,3,2,0,18,4,2,1,1,4,3
"1779",31,"Yes","Travel Rarely",1396,"R&D",6,3,"Marketing",4,"Male",92,3,3,"Healthcare Representative",4,"Married",2404,23679,1,"No",21,3,3,0,16,0,4,11,2,7,2
"1780",27,"No","Travel Rarely",234,"R&D",10,3,"Technical",2,"Male",51,3,5,"Sales Executive",4,"Divorced",5765,24907,3,"Yes",13,3,1,1,4,2,2,11,3,0,0
"1781",33,"No","Non Travel",654,"R&D",10,2,"Life Sciences",4,"Female",88,3,2,"Research Scientist",4,"Married",9069,11934,7,"No",12,3,4,1,12,1,3,6,9,2,2
"1782",39,"Yes","Non Travel",330,"R&D",2,3,"HR",3,"Female",73,3,2,"Sales Executive",1,"Married",4724,15970,3,"No",13,3,4,1,5,2,2,3,2,0,2
"1783",40,"No","Non Travel",868,"R&D",8,2,"Medical Sciences",4,"Female",35,2,1,"Manufacturing Director",1,"Divorced",9907,22957,4,"No",11,3,4,1,19,3,3,16,0,2,2
"1784",35,"No","Travel Frequently",121,"R&D",1,4,"Life Sciences",4,"Female",82,2,2,"Sales Executive",2,"Single",3447,26236,0,"No",14,3,3,0,9,0,2,4,10,0,2
"1785",31,"No","Travel Rarely",979,"R&D",3,2,"Medical Sciences",1,"Male",31,3,2,"Research Director",3,"Married",6673,2706,2,"No",17,3,3,1,8,3,4,2,8,2,9
"1786",28,"No","Non Travel",1225,"R&D",3,3,"Life Sciences",3,"Female",83,4,1,"Sales Executive",4,"Married",5993,14561,4,"Yes",11,3,3,0,5,2,3,6,8,12,11
"1787",29,"No","Travel Rarely",261,"HR",2,3,"Medical Sciences",3,"Male",81,2,2,"HR",4,"Divorced",7978,26933,1,"Yes",19,3,3,1,10,2,2,13,8,0,4
"1788",59,"Yes","Non Travel",1259,"Sales",1,1,"Medical Sciences",3,"Female",51,1,2,"Manager",4,"Divorced",6180,2690,9,"No",13,3,3,0,9,2,3,5,3,6,8
"1789",35,"No","Travel Rarely",1496,"R&D",11,3,"Life Sciences",4,"Male",35,4,1,"Sales Executive",2,"Divorced",3955,11563,2,"No",12,3,3,1,15,2,3,11,3,1,2
"1790",36,"No","Travel Rarely",1395,"Sales",2,1,"Medical Sciences",4,"Male",96,2,1,"Sales Executive",4,"Divorced",13503,15896,9,"No",18,3,4,1,32,3,1,9,2,0,4
"1791",33,"No","Non Travel",430,"R&D",6,2,"Life Sciences",3,"Male",60,3,2,"Manufacturing Director",2,"Single",6931,26507,8,"No",13,3,3,1,10,3,3,4,11,15,1
"1792",36,"No","Travel Rarely",546,"R&D",26,3,"Medical Sciences",3,"Male",42,2,2,"Laboratory Technician",2,"Married",3221,2845,1,"Yes",11,3,3,2,16,3,4,5,8,0,0
"1793",33,"No","Travel Rarely",1457,"R&D",7,3,"Life Sciences",3,"Male",39,2,2,"Sales Executive",4,"Single",5661,3445,3,"No",11,4,4,0,19,3,4,1,7,0,0
"1794",27,"No","Travel Rarely",770,"R&D",11,3,"Marketing",4,"Male",93,3,1,"Research Scientist",3,"Married",3904,16031,0,"No",15,3,1,1,1,3,3,19,13,2,7
"1795",29,"No","Travel Rarely",1206,"Sales",17,4,"Medical Sciences",4,"Female",81,3,4,"Manager",3,"Married",2096,14034,2,"No",13,3,1,1,13,0,2,3,7,7,2
"1796",40,"No","Travel Rarely",801,"Sales",6,2,"Marketing",4,"Female",40,1,2,"Manager",3,"Single",2307,26707,1,"No",12,3,1,1,8,1,4,8,7,1,2
"1797",31,"No","Travel Rarely",1479,"Sales",1,3,"Life Sciences",2,"Female",72,3,2,"Healthcare Representative",3,"Married",2216,20232,1,"No",12,3,3,0,0,4,3,8,13,0,2
"1798",37,"No","Travel Rarely",930,"R&D",8,4,"Life Sciences",1,"Male",67,2,2,"HR",4,"Single",13116,15881,0,"No",12,3,4,1,13,5,2,22,7,3,2
"1799",27,"No","Travel Rarely",1306,"R&D",7,2,"Life Sciences",1,"Female",46,2,2,"Laboratory Technician",4,"Married",6062,13624,1,"No",13,3,4,1,20,2,4,5,11,0,16
"1800",49,"No","Travel Rarely",1394,"R&D",23,2,"Life Sciences",4,"Female",39,2,4,"Manufacturing Director",4,"Divorced",6294,15747,0,"No",15,4,2,0,15,3,3,2,8,2,8
"1801",31,"No","Travel Frequently",992,"Sales",22,4,"Life Sciences",2,"Male",88,3,3,"Research Scientist",4,"Married",4614,16392,2,"No",13,3,2,1,17,4,3,1,7,0,2
"1802",37,"No","Travel Rarely",1283,"R&D",8,3,"Marketing",4,"Female",62,2,2,"Sales Representative",2,"Divorced",15972,23384,9,"No",17,4,2,1,9,2,3,10,2,2,8
"1803",29,"No","Travel Rarely",1323,"R&D",8,3,"Technical",3,"Female",52,3,1,"Manager",1,"Married",1675,10748,1,"No",19,3,4,1,10,2,3,3,7,11,2
"1804",46,"No","Travel Rarely",1038,"R&D",18,4,"Medical Sciences",3,"Female",91,4,2,"Healthcare Representative",4,"Single",3348,17689,1,"Yes",13,3,4,2,10,3,3,1,5,0,2
"1805",41,"No","Travel Rarely",1182,"R&D",5,3,"Life Sciences",3,"Male",33,4,3,"Research Scientist",4,"Married",17603,7790,1,"No",11,3,4,0,22,3,3,7,7,0,4
"1806",20,"No","Travel Frequently",124,"R&D",19,1,"Life Sciences",1,"Male",64,4,1,"Research Scientist",1,"Married",2991,19730,1,"No",18,4,1,2,20,3,3,3,2,7,0
"1807",29,"No","Travel Frequently",676,"Sales",2,3,"Marketing",3,"Female",96,3,1,"Laboratory Technician",3,"Married",3761,8841,3,"No",13,3,1,2,18,3,4,2,0,1,8
"1808",34,"Yes","Travel Rarely",885,"R&D",1,4,"Other",1,"Male",94,2,2,"Research Scientist",4,"Married",4037,14810,1,"Yes",14,3,2,1,21,4,4,7,1,4,0
"1809",45,"No","Travel Rarely",337,"R&D",3,4,"Other",3,"Male",65,2,1,"Research Scientist",4,"Married",3500,6217,1,"No",20,3,3,1,6,3,3,1,5,1,7
"1810",50,"No","Travel Rarely",419,"R&D",4,4,"Life Sciences",2,"Male",87,1,1,"Laboratory Technician",2,"Married",4157,11879,1,"No",21,3,4,0,8,2,3,4,3,0,4
"1811",35,"No","Travel Rarely",404,"R&D",1,3,"Marketing",1,"Male",52,3,2,"Laboratory Technician",2,"Married",3407,6927,8,"No",12,3,1,1,5,3,3,4,2,1,0
"1812",27,"Yes","Non Travel",1179,"R&D",16,3,"Other",2,"Female",79,3,2,"Research Director",3,"Married",3068,13339,1,"No",20,3,3,0,1,2,2,9,5,0,4
"1813",45,"No","Travel Rarely",379,"R&D",8,3,"Life Sciences",3,"Male",56,2,2,"Manufacturing Director",3,"Single",5470,23848,1,"Yes",17,3,1,0,3,2,3,36,1,1,2
"1814",44,"No","Travel Rarely",1459,"R&D",10,2,"Marketing",4,"Female",35,3,1,"Manager",1,"Married",4601,22967,1,"No",19,3,3,0,6,1,3,4,4,8,3
"1815",34,"No","Travel Rarely",990,"R&D",15,4,"Marketing",2,"Male",75,3,2,"Laboratory Technician",4,"Married",2559,2447,1,"No",12,3,2,1,21,2,3,19,10,0,0
"1816",39,"No","Travel Rarely",241,"R&D",1,3,"Life Sciences",2,"Female",42,3,2,"Healthcare Representative",1,"Married",3102,15999,3,"No",13,4,4,2,11,3,4,10,7,12,10
"1817",41,"Yes","Travel Rarely",882,"Sales",2,3,"Medical Sciences",4,"Female",39,3,1,"Laboratory Technician",4,"Married",13212,11912,3,"No",19,3,2,0,8,1,2,4,0,1,4
"1818",31,"No","Travel Frequently",1327,"R&D",2,2,"Medical Sciences",3,"Female",99,3,2,"Sales Executive",3,"Single",3755,19588,1,"No",18,3,1,1,4,3,3,5,7,0,7
"1819",43,"No","Travel Rarely",1125,"Sales",2,3,"Life Sciences",4,"Male",83,3,2,"Research Director",2,"Divorced",3955,16479,3,"No",17,3,3,0,8,2,3,3,3,0,0
"1820",19,"No","Travel Rarely",1490,"R&D",1,4,"Marketing",4,"Male",40,2,1,"Laboratory Technician",3,"Single",19246,7428,2,"No",16,4,3,1,4,2,4,2,8,0,3
"1821",21,"No","Travel Rarely",1464,"R&D",16,2,"Life Sciences",3,"Female",88,3,1,"Sales Executive",3,"Married",2277,14947,3,"No",14,3,2,1,18,3,2,1,0,0,9
"1822",31,"No","Travel Frequently",1344,"R&D",8,1,"Technical",4,"Female",71,3,2,"Healthcare Representative",2,"Divorced",3760,16998,1,"No",19,4,2,0,10,3,2,11,7,2,7
"1823",34,"No","Travel Rarely",464,"R&D",2,4,"Marketing",3,"Male",75,2,4,"Research Scientist",1,"Divorced",19665,8392,2,"No",20,4,3,1,8,5,3,11,7,9,10
"1824",28,"No","Travel Frequently",1015,"R&D",2,2,"Life Sciences",4,"Male",65,3,1,"Manufacturing Director",4,"Married",2376,11275,9,"No",14,3,4,0,5,3,4,4,1,0,4
"1825",36,"No","Travel Rarely",558,"R&D",3,3,"Technical",1,"Female",78,3,2,"Laboratory Technician",1,"Single",7596,10092,0,"No",12,3,3,2,25,2,3,20,0,1,4
"1826",50,"Yes","Travel Frequently",1383,"R&D",2,4,"Life Sciences",2,"Female",49,4,2,"Research Director",2,"Divorced",4187,24017,9,"Yes",13,3,4,1,22,2,4,2,2,0,8
"1827",35,"No","Travel Rarely",192,"R&D",13,5,"Other",4,"Male",43,1,1,"Manufacturing Director",4,"Married",2107,7693,0,"Yes",14,3,3,0,18,3,3,18,8,0,4
"1828",34,"No","Travel Frequently",1089,"HR",8,2,"Medical Sciences",3,"Male",84,3,2,"Research Director",3,"Married",2451,23844,1,"No",18,3,4,0,22,5,3,8,7,3,2
"1829",31,"No","Travel Rarely",1132,"R&D",9,3,"Other",4,"Female",40,2,2,"Manufacturing Director",3,"Divorced",4089,25800,4,"Yes",14,3,1,0,1,2,2,3,9,0,8
"1830",45,"No","Travel Rarely",1371,"R&D",3,2,"Life Sciences",4,"Male",87,3,1,"Laboratory Technician",3,"Single",6877,24785,0,"Yes",14,4,2,2,9,3,3,5,0,0,3
"1831",30,"No","Travel Frequently",1474,"R&D",1,3,"Marketing",4,"Female",41,3,2,"Research Scientist",4,"Single",6162,20420,0,"No",20,3,3,2,1,4,3,3,0,5,8
"1832",35,"No","Travel Rarely",1276,"Sales",21,3,"Life Sciences",3,"Female",45,3,2,"Manager",1,"Married",3162,17102,6,"Yes",18,3,1,0,10,6,3,5,3,2,8
"1833",51,"No","Travel Frequently",913,"Sales",2,1,"Other",4,"Female",88,3,2,"Manager",4,"Single",8008,13248,8,"No",11,3,2,0,16,1,3,22,2,7,4
"1834",37,"No","Travel Rarely",775,"R&D",1,3,"Life Sciences",4,"Male",52,3,1,"Sales Representative",4,"Married",3904,21530,0,"No",19,3,2,1,8,2,2,3,2,0,0
"1835",39,"No","Travel Rarely",975,"Sales",2,4,"Life Sciences",3,"Female",41,1,1,"Laboratory Technician",2,"Married",16291,18779,1,"Yes",12,3,4,1,8,2,4,8,7,7,2
"1836",25,"No","Travel Frequently",1395,"R&D",7,2,"Other",4,"Male",93,2,2,"Research Scientist",3,"Single",2886,6153,6,"No",17,3,2,0,6,6,3,1,0,0,3
"1837",40,"No","Travel Rarely",935,"R&D",23,3,"Medical Sciences",2,"Female",37,3,2,"Laboratory Technician",2,"Married",2207,4910,0,"No",14,3,1,0,10,3,4,0,7,1,0
"1838",55,"No","Travel Frequently",1344,"R&D",2,1,"Marketing",2,"Male",96,3,2,"Research Director",3,"Divorced",3038,18787,1,"No",13,3,2,1,8,0,4,6,2,7,3
"1839",32,"No","Travel Rarely",1176,"Sales",7,4,"Medical Sciences",4,"Female",47,2,1,"Sales Executive",1,"Single",10400,18899,0,"No",16,3,4,0,10,1,3,10,2,2,5
"1840",26,"No","Travel Rarely",1002,"R&D",4,3,"Marketing",2,"Female",94,3,1,"Laboratory Technician",2,"Single",6230,26862,9,"Yes",20,3,3,1,4,3,2,5,2,2,3
"1841",19,"No","Travel Rarely",376,"R&D",15,3,"Medical Sciences",4,"Male",100,2,1,"Sales Executive",4,"Married",2328,19609,9,"Yes",22,4,4,1,17,6,3,7,2,11,0
"1842",37,"No","Non Travel",1431,"Sales",15,3,"Medical Sciences",4,"Female",70,3,1,"Laboratory Technician",4,"Married",9724,8192,1,"No",12,3,3,1,17,2,3,5,0,0,2
"1843",30,"No","Non Travel",1329,"R&D",6,2,"Life Sciences",4,"Male",86,3,1,"Research Scientist",2,"Married",18789,6233,4,"Yes",14,3,2,2,11,2,3,11,3,3,7
"1844",33,"No","Travel Rarely",1332,"Sales",6,3,"Life Sciences",3,"Male",55,4,2,"Research Scientist",3,"Single",4189,24017,4,"No",14,3,3,2,6,2,3,5,0,7,0
"1845",29,"No","Travel Rarely",193,"R&D",2,4,"Life Sciences",3,"Female",73,2,3,"Sales Representative",4,"Married",5405,12250,4,"Yes",16,3,4,0,12,1,3,4,0,1,2
"1846",30,"No","Travel Rarely",621,"Sales",10,4,"Life Sciences",1,"Female",79,3,3,"Laboratory Technician",3,"Divorced",3161,17997,5,"No",13,3,2,3,10,2,3,8,2,1,7
"1847",38,"No","Travel Frequently",1324,"R&D",2,3,"Life Sciences",2,"Male",68,2,2,"Research Scientist",3,"Married",2362,11693,1,"No",12,3,2,0,3,4,3,3,4,8,3
"1848",21,"No","Travel Frequently",168,"Sales",18,3,"Life Sciences",4,"Male",40,3,2,"Laboratory Technician",3,"Married",1118,8504,1,"No",11,4,2,0,1,3,3,8,2,5,9
"1849",32,"No","Travel Rarely",1040,"R&D",24,4,"Medical Sciences",1,"Male",95,3,4,"HR",2,"Married",13341,17802,1,"No",12,4,3,0,9,2,1,19,8,9,2
"1850",46,"No","Travel Rarely",1246,"R&D",3,4,"Life Sciences",2,"Male",41,2,2,"Sales Executive",1,"Single",19847,21829,4,"No",11,3,2,0,6,4,2,5,1,1,3
"1851",22,"Yes","Travel Frequently",903,"R&D",29,3,"Technical",2,"Female",38,3,3,"Manufacturing Director",3,"Divorced",2909,22573,1,"Yes",18,3,3,3,5,3,1,9,9,2,2
"1852",42,"No","Travel Rarely",307,"R&D",11,2,"Life Sciences",1,"Male",42,3,1,"Laboratory Technician",2,"Divorced",3600,6881,3,"No",18,3,2,1,7,1,2,1,6,1,4
"1853",45,"No","Travel Frequently",150,"Sales",2,3,"Marketing",2,"Male",74,3,1,"Sales Executive",4,"Married",14026,17616,1,"Yes",12,4,2,0,19,3,3,0,2,4,2
"1854",31,"No","Travel Rarely",444,"R&D",4,3,"Technical",1,"Male",59,4,2,"Manufacturing Director",3,"Married",4478,19783,1,"Yes",12,3,2,2,9,2,4,20,2,0,2
"1855",45,"No","Travel Rarely",1362,"R&D",18,2,"Life Sciences",3,"Male",56,3,2,"Healthcare Representative",4,"Divorced",5673,21816,1,"No",17,3,2,0,1,2,3,4,7,1,0
"1856",25,"No","Travel Frequently",1224,"R&D",1,2,"Medical Sciences",3,"Female",43,2,3,"Sales Representative",1,"Single",2720,11825,1,"Yes",20,3,1,2,10,3,3,8,10,2,2
"1857",33,"No","Travel Rarely",152,"Sales",28,4,"Life Sciences",4,"Female",49,2,1,"Sales Executive",4,"Divorced",5294,6069,1,"No",17,3,4,0,6,5,3,9,7,5,5
"1858",56,"No","Travel Rarely",1169,"Sales",9,3,"Life Sciences",3,"Female",36,3,2,"Manufacturing Director",4,"Divorced",6728,6073,2,"Yes",13,3,4,2,6,2,3,7,2,0,2
"1859",27,"No","Travel Rarely",589,"R&D",2,3,"Life Sciences",4,"Male",49,3,1,"Research Scientist",4,"Single",4614,6865,2,"Yes",17,4,2,1,11,2,2,7,2,1,3
"1860",32,"No","Travel Rarely",1296,"Sales",2,4,"Marketing",4,"Female",86,2,1,"HR",3,"Single",2366,11031,8,"No",12,4,4,0,12,2,3,6,0,1,3
"1861",37,"No","Non Travel",535,"Sales",23,3,"Medical Sciences",1,"Male",58,2,2,"Manager",1,"Married",5160,17381,1,"Yes",15,3,2,3,22,3,4,2,3,6,2
"1862",53,"No","Travel Rarely",408,"R&D",9,4,"Medical Sciences",3,"Female",63,2,4,"Sales Representative",3,"Married",2587,8489,1,"No",13,3,1,0,31,2,3,20,2,2,2
"1863",34,"Yes","Travel Frequently",1082,"Sales",2,4,"Life Sciences",4,"Male",97,3,1,"Sales Executive",3,"Single",8346,10225,2,"Yes",22,3,1,3,17,5,3,3,6,0,3
"1864",28,"Yes","Travel Frequently",1321,"R&D",7,4,"Medical Sciences",3,"Female",81,2,2,"Research Scientist",1,"Divorced",4233,8059,0,"No",21,3,1,3,29,6,3,7,2,0,10
"1865",22,"No","Travel Rarely",697,"Sales",14,3,"Medical Sciences",2,"Male",95,3,2,"Research Scientist",4,"Married",17639,9687,1,"Yes",12,3,4,2,9,3,2,10,2,0,1
"1866",20,"No","Travel Rarely",333,"Sales",9,1,"Life Sciences",1,"Male",96,1,2,"Research Scientist",1,"Single",3468,14039,1,"No",12,3,4,1,6,2,3,20,8,2,0
"1867",31,"No","Travel Rarely",949,"Sales",10,4,"Technical",2,"Male",47,2,2,"Laboratory Technician",3,"Married",9250,23258,1,"No",17,3,4,1,8,6,3,9,2,5,3
"1868",33,"Yes","Travel Rarely",1398,"R&D",3,2,"Other",4,"Male",97,2,3,"Research Scientist",2,"Single",10322,23281,0,"Yes",12,3,1,0,3,3,3,14,2,1,3
"1869",49,"No","Travel Rarely",1001,"R&D",2,2,"Medical Sciences",4,"Male",66,3,4,"Laboratory Technician",4,"Married",18430,20234,3,"No",12,3,4,1,8,2,2,5,2,1,2
"1870",31,"Yes","Travel Rarely",1064,"R&D",17,3,"Life Sciences",4,"Female",46,3,3,"Manufacturing Director",1,"Divorced",1081,3395,0,"Yes",12,3,4,1,6,3,3,6,7,4,4
"1871",20,"No","Travel Rarely",104,"Sales",16,4,"Life Sciences",1,"Male",72,3,3,"Laboratory Technician",3,"Single",7898,17799,4,"Yes",18,3,2,1,26,2,3,10,7,1,2
"1872",32,"No","Non Travel",202,"Sales",7,4,"Marketing",1,"Male",92,2,2,"Research Scientist",3,"Divorced",4615,6865,4,"No",21,3,1,1,8,5,3,5,0,4,7
"1873",40,"No","Travel Rarely",299,"R&D",6,4,"Marketing",1,"Female",69,3,2,"Laboratory Technician",1,"Married",8189,5602,0,"No",14,3,4,0,14,2,3,40,12,0,10
"1874",33,"No","Travel Rarely",798,"R&D",22,2,"Medical Sciences",3,"Male",73,2,1,"Laboratory Technician",4,"Divorced",11244,2288,1,"Yes",13,3,3,0,15,3,3,9,3,1,7
"1875",27,"No","Travel Rarely",397,"Sales",7,5,"Life Sciences",4,"Female",57,3,3,"Research Scientist",1,"Married",2867,7360,1,"No",18,3,1,0,24,4,2,8,0,0,2
"1876",29,"No","Travel Rarely",515,"R&D",2,3,"Life Sciences",4,"Female",47,2,3,"Laboratory Technician",1,"Married",16328,5044,0,"Yes",23,3,4,1,7,2,3,1,2,0,3
